"ProteinID","p.value","FDR","log10FDR","meanGroup1","meanGroup2","logFoldChange"
"ACLY",0.177194198947469,0.319109603895403,0.496060125120141,1335.64705882353,1410.25925925926,-0.0543576966166783
"ACOT13",0.0624908146895696,0.251795819721567,0.598951484263607,98375,83167.3703703704,0.167931618882722
"ACOT8",0.461156615053483,0.449227196577395,0.347533959075877,9985.52941176471,9480.22222222222,0.0519292290148901
"ACP1",0.779639067527444,0.560526640675747,0.251403741457019,7385.35294117647,7659.68518518519,-0.0364721778982795
"ACP2",0.0435281746197051,0.231230777487289,0.635954360548665,2429.52941176471,1230.18518518519,0.680532865775508
"ACP5",0.982132389148569,0.614159101584755,0.211719107703196,7422.05882352941,7589.74074074074,-0.0223409446488581
"ACP6",0.118434915060803,0.295164290068699,0.529936186023174,7625.58823529412,6881.01851851852,0.102742783659565
"ACPL2",0.759044312167793,0.556260349626743,0.254721895572415,4000.82352941176,4002.83333333333,-0.000502221421602276
"ACPP",0.601441381573346,0.504566227910251,0.29708182144243,777.294117647059,811.796296296296,-0.0434306335255894
"ACRV1",0.822669942548795,0.572781212770617,0.242011235329845,448.558823529412,450.490740740741,-0.00429769450245531
"ACSF2",0.39050942274004,0.422249460962806,0.374430896170283,3870.88235294118,3662.2962962963,0.0553921251923562
"ACTN1",0.31010808758768,0.380876717614096,0.419215574256262,25456.3529411765,24405.6666666667,0.0421499904805841
"ACTN2",0.275237771471305,0.36565435623457,0.436929248228067,2560.41176470588,2053,0.220865953108645
"ACVR1B",0.239970742329037,0.347450926714054,0.459106525641565,354.470588235294,419.12962962963,-0.167554875031421
"ACVR2A",0.126950288074179,0.295299369186499,0.529737480766433,1531.70588235294,1615.51851851852,-0.0532738991537236
"ACVR2B",0.0179295639348166,0.179919145979484,0.744922619029059,684.411764705882,795.907407407407,-0.150923125045734
"ACVRL1",0.380273709795905,0.417505305263624,0.379338001540671,615.647058823529,559.518518518518,0.0955972173365412
"ACY1",0.243711477199242,0.348996388355914,0.457179067382405,7702,6961.18518518519,0.101130290315516
"ACYP2",0.120039435028823,0.295164290068699,0.529936186023174,27449.1176470588,23084.6666666667,0.173165406969721
"ADAM10",0.507010775556783,0.46741140156332,0.330300698072073,2109.08823529412,2242.21296296296,-0.0612075699549495
"ADAM11",0.541099896297772,0.482721966807883,0.316302937671095,11774.1176470588,11777.7592592593,-0.00030924178518269
"ADAM12",0.984311248437189,0.614242572087051,0.211660086652702,832.647058823529,911.12962962963,-0.0900753274230392
"ADAM15",0.00941419829124975,0.136172043485767,0.865912045184669,3861.17647058824,2592.05555555556,0.398520710434832
"ADAM17",0.988066396521337,0.615076800665275,0.211070653293375,926.088235294118,931.231481481482,-0.00553836723714028
"ADAM19",0.303547244015119,0.378547231568352,0.421879925596456,665.588235294118,776.777777777778,-0.154483095164344
"ADAM22",0.298575062031385,0.376372673477823,0.424381916032798,5322.17647058824,6857.98148148148,-0.253530823054048
"ADAM23",0.143878480648142,0.302663667171008,0.519039710177216,2299.47058823529,2787.7037037037,-0.192539294266356
"ADAM29",0.271960652495031,0.365309034187731,0.437339587439424,1511.94117647059,1863.94444444444,-0.209300538786768
"ADAM30",0.495059460869955,0.46437971339184,0.333126760842205,917.882352941176,535.574074074074,0.538730019313103
"ADAM32",0.0621662483070952,0.251328613040236,0.599758065414196,122.352941176471,143.814814814815,-0.161616635088191
"ADAM7",0.469500584566826,0.452052000751194,0.344811604258706,5083.17647058824,2415.7962962963,0.74390739359324
"ADAM9",0.110074303205338,0.292547297877615,0.533803908909479,2131.23529411765,2440.42592592593,-0.135470821971896
"ADAMDEC1",0.640645746134583,0.519525682198509,0.284392978691199,2491.58823529412,2766.81481481481,-0.104776419584971
"ADAMTS1",0.374052744728872,0.413958095606892,0.383043619670852,726.764705882353,838.814814814815,-0.143387186420912
"ADAMTS13",0.187198536442267,0.3233082227319,0.490383249790925,16965.2352941176,20797.3703703704,-0.203660286688516
"ADAMTS15",0.158863801470326,0.31057636546484,0.507831596703873,1112,1285.27777777778,-0.144814668634408
"ADAMTS3",0.867546703112336,0.586961767320364,0.231390186286549,1409.47058823529,1340.59259259259,0.0501024150625879
"ADAMTS4",0.649462208084913,0.523112145849419,0.281405196213927,236.117647058824,252.666666666667,-0.0677409116741946
"ADAMTS5",0.17467093163577,0.317701179555613,0.497981172728588,583,695.203703703704,-0.176017715123472
"ADAMTS6",0.934781164498933,0.602670511514489,0.219920057909632,3120.88235294118,3248.7962962963,-0.0401687900978927
"ADAMTSL1",0.693517212648685,0.536595152691529,0.270353254826267,9540.82352941176,9528.75925925926,0.00126528953420046
"ADAMTSL2",0.00989844876199884,0.137966512578085,0.86022631336257,1181.41176470588,955.537037037037,0.212191888225753
"ADCK4",0.504631183156287,0.466540139916716,0.331110984726942,269.705882352941,295.481481481481,-0.0912741258266737
"ADCYAP1",0.315554853960361,0.384048104818009,0.415614373683137,404.352941176471,443.753086419753,-0.0929801827239942
"ADGRE2",0.196037750503214,0.327328361334528,0.4850163636579,5350.70588235294,4670.2962962963,0.136005976418699
"ADGRF1",0.0126859804914157,0.157650467704967,0.802304736483567,8205.05882352941,7030.12962962963,0.15454574860133
"ADGRF5",0.47163193565206,0.452912267625261,0.343985915815603,1642.64705882353,1370.07407407407,0.181444193853465
"ADGRG5",0.515560025566084,0.471708724832896,0.326326090869542,1438,1511.61111111111,-0.0499227837303797
"ADH1A",0.0586619495646582,0.247983564334863,0.605577102057699,13960.3529411765,9954.11111111111,0.338235736501383
"ADH1B",0.268416513699509,0.36326140868299,0.439780737249451,1040.17647058824,918.462962962963,0.124444080550208
"ADH1C",0.0423931820172056,0.231230777487289,0.635954360548665,13194.5882352941,7768.83333333333,0.529686760396224
"ADH4",0.150445398871807,0.30435100198947,0.516625264117047,17353.4705882353,13058.0740740741,0.284385874847711
"ADH5",0.094994163151863,0.280018802715332,0.552812805652979,26067.4117647059,22995.7222222222,0.125377734505749
"ADH6",0.203190167266713,0.331918102900761,0.478969060409999,16953.4117647059,15244,0.106283114613373
"ADH7",0.167632150372595,0.313829394629954,0.503306380928458,3059.64705882353,3777.92592592593,-0.210875593138959
"ADI1",0.433922573347401,0.441134172078916,0.355429298670287,1408.05882352941,1429.16666666667,-0.0148794888859112
"ADIPOQ",0.898952636475439,0.59411641559355,0.226128447786242,3407.82352941176,3282.11111111111,0.037586979559994
"ADK",0.587975300102105,0.500149975468755,0.300899748159933,2799.76470588235,2663.14814814815,0.050026442702677
"ADM",0.0852428303677166,0.272925130230225,0.56395647379204,2678.44117647059,2268.74074074074,0.16601003692128
"ADM2",0.463909272472658,0.449442907700262,0.347325468436877,354.705882352941,340.314814814815,0.0414178305338649
"ADPGK",0.0685387779914493,0.259139234986238,0.586466827662498,2053.58823529412,2483.94444444444,-0.190259176722761
"ADPRH",0.910703041593223,0.596208219702055,0.224602040804835,4346.82352941176,4296.12962962963,0.0117308239879776
"ADPRHL2",0.115919408906142,0.295164290068699,0.529936186023174,34642.9411764706,30553.5925925926,0.125611711189359
"ADRBK1",0.117634399656854,0.295164290068699,0.529936186023174,63065.5294117647,55389.0925925926,0.12979164544539
"ADRM1",0.638363993829817,0.518329470058246,0.285394098280224,1046.23529411765,1199.12962962963,-0.136397698067176
"ADSL",0.78857370650027,0.562905123300384,0.249564798575612,12649.5294117647,12610.037037037,0.00312692674170251
"ADSS",0.034309761884042,0.217645551982523,0.662250204082898,1102.35294117647,667.944444444444,0.500997208657453
"ADSSL1",0.390331633693549,0.422213192368522,0.374468200958864,3653.47058823529,2268.5,0.476558741796587
